,reasons,time_occured,time_reported,comments,incident_address
160,Traffic Offense,00:50:56 10/30/22 - 00:50:56 10/30/22,00:50:56,  Traffic Stop,STATE ROUTE 13 & HANSHAW RD; T DRYDEN ITHACA NY 14850
161,Traffic Offense,00:46:53 10/30/22 - 00:46:53 10/30/22,00:46:53,  Traffic Stop,STATE ROUTE 13 & HANSHAW RD; T DRYDEN ITHACA NY 14850
162,Traffic Offense,00:42:49 10/30/22 - 00:42:49 10/30/22,00:42:49,  Traffic Offense.,STATE ROUTE 13 & BROWN RD; V LANSING ITHACA NY 14850
163,Traffic Offense,00:31:17 10/30/22 - 00:31:17 10/30/22,00:31:17,  Traffic Stop,WEST DRYDEN RD & PALMEAR RD; T DRYDEN FREEVILLE NY 13068
164,Traffic Offense,00:26:40 10/30/22 - 00:26:40 10/30/22,00:26:40,  Traffic Offense.,DRYDEN RD & GAME FARM RD; T ITHACA ITHACA NY 14850
165,Assist,00:25:26 10/30/22 - 00:25:26 10/30/22,00:25:28,  Assist citizen.,DRYDEN RD & KNOLL WOOD DR; T DRYDEN FREEVILLE NY 13068
166,Traffic Offense,00:16:27 10/30/22 - 00:16:27 10/30/22,00:16:27,  Traffic stop. RPS/1234,TEETER RD; T ENFIELD; T ITHACA; T LANSING ITHACA NY 14850
167,Traffic Offense,00:14:56 10/30/22 - 00:14:56 10/30/22,00:14:56,  Traffic Offense.,DRYDEN RD & MOUNT PLEASANT RD; T DRYDEN ITHACA NY 14850
168,Traffic Offense,23:42:52 10/29/22 - 23:42:52 10/29/22,23:42:52,  Traffic stop.,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850
169,Traffic Offense,23:37:40 10/29/22 - 23:37:40 10/29/22,23:37:40,  Traffic stop.,STATE ROUTE 13 S & N TRIPHAMMER RD; V LANSING ITHACA NY 14850
170,Traffic Offense,23:20:23 10/29/22 - 23:20:23 10/29/22,23:20:23,  Assist GPD,WILLIAMS ST & PARK ST; V GROTON GROTON NY 13073
171,Assist,22:12:43 10/29/22 - 22:12:43 10/29/22,22:12:45,  Assist. RPS/1234,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
172,Unclassified,22:09:32 10/29/22 - 22:09:32 10/29/22,22:09:34,  Deputy requested an unclassified complaint.,WARREN RD & NORTHWOOD RD; V LANSING ITHACA NY 14850
173,Unclassified,22:09:32 10/29/22 - 22:09:32 10/29/22,22:09:34,  Deputy requested an unclassified complaint.,WARREN RD & NORTHWOOD RD; V LANSING ITHACA NY 14850
174,Traffic Offense,21:59:19 10/29/22 - 21:59:19 10/29/22,21:59:19,  Traffic Offense.,TAUGHANNOCK BLVD; GLENWOOD PINES; T ULYSSES ITHACA NY 14850
175,Special Detail,21:23:00 10/29/22 - 21:23:00 10/29/22,21:23:02,  Special Detail - STOP DWI.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
176,Traffic Cmplnt,21:05:50 10/29/22 - 21:11:14 10/29/22,21:05:50,  Traffic Complaint.,DRYDEN RD; NYSEG; T DRYDEN ITHACA NY 14850
177,Theft,20:58:49 10/29/22 - 21:01:05 10/29/22,20:58:49,  Deputy responded to a theft complaint and made an arrest.,N TRIPHAMMER RD # TOPS; TOPS FRIENDLY MARKETS; V LANSIN ITHACA NY 14850
178,Theft,20:58:49 10/29/22 - 21:01:05 10/29/22,20:58:49,  Deputy responded to a theft complaint and made an arrest.,N TRIPHAMMER RD # TOPS; TOPS FRIENDLY MARKETS; V LANSIN ITHACA NY 14850
179,Traffic Offense,20:58:09 10/29/22 - 20:58:10 10/29/22,20:58:09,  Traffic Offense.,W DANBY RD; NEWFIELD CONVENIENCE; T NEWFIELD NEWFIELD NY 14867
180,Pd Accident,19:36:39 10/29/22 - 19:42:17 10/29/22,19:36:39,  Deputy responded to a property damage accident.,RIDGE RD & SPERRY LN; T LANSING LANSING NY 14882
181,Property Check,18:04:14 10/29/22 - 18:04:14 10/29/22,18:04:14,  Deputy conducted a property check.,LANSING PARK RD; MYERS PARK; T LANSING LANSING NY 14882
182,Suspicious,17:45:29 10/29/22 - 17:45:29 10/29/22,17:45:29,  Deputy responded to a suspicious complaint.,GRAHAM RD; CHRIST CHAPEL; V LANSING ITHACA NY 14850
183,Property Cmplnt,17:06:53 10/29/22 - 17:07:51 10/29/22,17:06:53, ,N TRIPHAMMER RD # TOPS; TOPS FRIENDLY MARKETS; V LANSIN ITHACA NY 14850
184,Suspicious,16:31:38 10/29/22 - 16:41:49 10/29/22,16:31:38,  Deputy responded to a suspicious.,CYPRESS CT UNIT 5; CAYUGA VIEW APTS; T ITHACA ITHACA NY 14850
185,Suspicious,16:31:38 10/29/22 - 16:41:49 10/29/22,16:31:38,  Deputy responded to a suspicious.,CYPRESS CT UNIT 5; CAYUGA VIEW APTS; T ITHACA ITHACA NY 14850
186,Civil Cmplnt,16:11:14 10/29/22 - 16:11:14 10/29/22,16:11:14,  Deputy served civil paperwork.,N TRIPHAMMER RD; ECONO LODGE ITHACA; V LANSING ITHACA NY 14850
187,Dispute,15:48:36 10/29/22 - 15:51:48 10/29/22,15:48:36,  Deputy responded to a dispute.,N TRIPHAMMER RD; CAYUGA MALL; V LANSING ITHACA NY 14850
188,Warrant,13:43:56 10/29/22 - 13:44:02 10/29/22,13:43:56,  TCSO was cancelled while enroute to a warrant.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
189,Property Check,13:01:38 10/29/22 - 13:02:42 10/29/22,13:01:38,  TCSO handled a property check.,MAIN ST; T DRYDEN ETNA NY 13062
190,Assist,12:46:28 10/29/22 - 12:48:00 10/29/22,12:46:28,  Assist.,TRUMANSBURG RD; CAYUGA RIDGE; T ITHACA ITHACA NY 14850
191,Trespassing,12:46:27 10/29/22 - 12:47:16 10/29/22,12:46:27,  Trespass,BACON RD; T LANSING GROTON NY 13073
192,Traffic Offense,12:02:09 10/29/22 - 12:02:09 10/29/22,12:02:09,  Traffic stop,BLOCK MCLEAN CORTLAND RD; T GROTON CORTLAND NY 13045
193,Traffic Offense,12:02:09 10/29/22 - 12:02:09 10/29/22,12:02:09,  Traffic stop,BLOCK MCLEAN CORTLAND RD; T GROTON CORTLAND NY 13045
194,Traffic Offense,11:56:42 10/29/22 - 11:56:42 10/29/22,11:56:42,  Deputies conducted a traffic stop for Inoperable Brake Light.,BLOCK ELM ST EXT; T ITHACA ITHACA NY 14850
195,Property Check,10:33:07 10/29/22 - 10:33:07 10/29/22,10:33:07,  Property check,WOODSEDGE DR; IMR TEST LABS; T LANSING LANSING NY 14882
196,Special Detail,10:14:29 10/29/22 - 10:14:29 10/29/22,10:14:29,  Special detail.,CATHERWOOD RD; SHOPS AT ITHACA MALL; V LANSING ITHACA NY 14850
197,Special Detail,09:39:59 10/29/22 - 09:40:10 10/29/22,09:39:59,  Special Detail,N TRIPHAMMER RD # KINNEY; KINNEY DRUGS; V LANSING ITHACA NY 14850
198,Assist,09:26:03 10/29/22 - 09:27:25 10/29/22,09:26:03,  TCSO assisted a citizen.,PERUVILLE RD; T DRYDEN; T GROTON GROTON NY 13073
199,Property Check,04:53:21 10/29/22 - 04:53:21 10/29/22,04:53:21,  Property check,DEER RUN RD; T NEWFIELD NEWFIELD NY 14867
200,Property Check,04:51:38 10/29/22 - 04:51:38 10/29/22,04:51:38,  Property check.,ETNA RD; T DRYDEN ITHACA NY 14850
201,Traffic Cmplnt,02:46:08 10/29/22 - 02:50:12 10/29/22,02:46:08,  Traffic complaint.,PENNSYLVANIA AVE; T ITHACA ITHACA NY 14850
202,Property Check,02:31:11 10/29/22 - 02:31:11 10/29/22,02:31:11,  Property check,TAUGHANNOCK BLVD; TAUGHANNOCK PARK OFFICE; T ULYSSES TRUMANSBURG NY 14886
203,Overdose,02:28:18 10/29/22 - 02:32:33 10/29/22,02:28:18,  Overdose,CHESTNUT ST; WEST VILLAGE APTS; C ITHACA ITHACA NY 14850
204,Assist,02:02:26 10/29/22 - 02:06:59 10/29/22,02:02:26,  Assist,CANDLEWYCK DR UNIT A2; CANDLEWYCK PARK APTS; T ITHACA ITHACA NY 14850
205,Pi Accident,01:50:48 10/29/22 - 01:55:19 10/29/22,01:50:48,  Personal Injury Accident,RIDGE RD & JERRY SMITH RD; T LANSING LANSING NY 14882
206,Dispute,01:41:00 10/29/22 - 01:41:00 10/29/22,01:41:03,  Assist Other Agency.,W STATE ST; ITHACA COMMONS WEST; C ITHACA ITHACA NY 14850
207,Assist,01:35:45 10/29/22 - 01:43:59 10/29/22,01:35:45,  Assist,ELMIRA RD SUITE 11; GOLDEN BAYOU; C ITHACA ITHACA NY 14850
208,Traffic Offense,01:27:09 10/29/22 - 01:27:09 10/29/22,01:27:09,  Traffic Stop,TRUMANSBURG RD & IRADELL RD; T ULYSSES; T ITHACA ITHACA NY 14850
209,Traffic Offense,01:09:52 10/29/22 - 01:09:52 10/29/22,01:09:52,  Traffic Stop,W DANBY RD; NEWFIELD CONVENIENCE; T NEWFIELD NEWFIELD NY 14867
210,Property Check,00:54:56 10/29/22 - 00:54:56 10/29/22,00:54:56,  Property Check,WOODSEDGE DR; IMR TEST LABS; T LANSING LANSING NY 14882
211,Property Check,00:43:20 10/29/22 - 00:43:20 10/29/22,00:43:20,  Property check.,KENDALL AVE; T ITHACA ITHACA NY 14850
212,Property Check,00:26:49 10/29/22 - 00:26:49 10/29/22,00:26:49,  Property check. RPS/1234,N TRIPHAMMER RD; CROSSROADS BAR AND GRILL; T LANSING LANSING NY 14882
213,Property Check,00:13:25 10/29/22 - 00:13:25 10/29/22,00:13:25,  Property check.,N TRIPHAMMER RD; CAYUGA MALL; V LANSING ITHACA NY 14850
214,Pd Accident,00:01:31 10/29/22 - 00:04:16 10/29/22,00:01:31,  Property damage accident.,MIDLINE RD & SLATERVILLE RD; T CAROLINE SLATERVILLE SPR NY 14881
215,Domestic,23:21:22 10/28/22 - 23:23:49 10/28/22,23:21:22,  Deputy responded to domestic,BUNDY RD; T ITHACA ITHACA NY 14850
216,Traffic Cmplnt,21:06:55 10/28/22 - 21:07:48 10/28/22,21:06:55,  Assist,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850
217,Traffic Offense,21:02:56 10/28/22 - 21:02:56 10/28/22,21:02:56,  Traffic Offense.,SLATERVILLE RD & N LANDON RD; T CAROLINE ITHACA NY 14850
218,Animal Problem,20:18:33 10/28/22 - 20:18:33 10/28/22,20:18:37,  Animal problem.,BLOCK FLORAL AVE; C ITHACA ITHACA NY 14850
219,Welfare Check,20:15:10 10/28/22 - 20:17:28 10/28/22,20:15:10,  Deputy responded to a welfare check.,DRAKE RD; T LANSING LANSING NY 14882
220,Missing Person,19:38:54 10/28/22 - 19:45:10 10/28/22,19:38:54,  Cancelled while en route.,HARRIS B DATES DR # HOSP; CAYUGA MEDICAL CENTER; T ITHAC ITHACA NY 14850
221,Special Detail,19:15:49 10/28/22 - 19:15:49 10/28/22,19:15:49,  Special detail,RIDGE RD; LANSING HIGH SCHOOL; T LANSING LANSING NY 14882
222,Suspicious,18:29:32 10/28/22 - 18:35:28 10/28/22,18:29:32,  Deputy responded to a suspicious.,BLACKCHIN BLVD; V LANSING ITHACA NY 14850
223,Harassment,18:22:19 10/28/22 - 18:25:01 10/28/22,18:22:19,  Harassment.,BURNS RD; T CAROLINE BROOKTONDALE NY 14817
224,Theft,17:45:26 10/28/22 - 17:47:41 10/28/22,17:44:37,  Theft complaint.,TAUGHANNOCK BLVD; T ULYSSES ITHACA NY 14850
225,Domestic,16:27:06 10/28/22 - 16:31:08 10/28/22,16:27:06,  Domestic.,N APPLEGATE RD UNIT 2; T ENFIELD ITHACA NY 14850
226,Traffic Cmplnt,15:37:32 10/28/22 - **:**:** **/**/**,15:37:32,  Traffic Complaint.,BLOCK MCLEAN CORTLAND RD; T GROTON MCLEAN NY 13102
227,Fraud,15:20:05 10/28/22 - 15:21:22 10/28/22,15:20:05,  Fraud,GENUNG RD; T DRYDEN ITHACA NY 14850
228,Assist,13:44:20 10/28/22 - 13:44:20 10/28/22,13:44:20, ,SEVEN MILE DR; T ITHACA ITHACA NY 14850
229,Welfare Check,13:31:51 10/28/22 - 13:34:28 10/28/22,13:31:51, ,PIPER RD; T NEWFIELD NEWFIELD NY 14867
230,Assist,13:17:40 10/28/22 - 13:18:26 10/28/22,13:17:40,  Assist Citizen.,SLATERVILLE RD; T DRYDEN ITHACA NY 14850
231,Assist,13:09:58 10/28/22 - 13:11:51 10/28/22,13:09:46,  Assist,ROBINS WAY APARTMENT 1; MILTON MEADOWS; T LANSING LANSING NY 14882
232,Traffic Offense,13:07:23 10/28/22 - 13:07:23 10/28/22,13:07:23,  Traffic Stop,RIDGE RD & BEACH LN; T LANSING LANSING NY 14882
233,Fraud,12:47:44 10/28/22 - 12:48:56 10/28/22,12:47:44,  Informational,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
234,Traffic Offense,12:17:45 10/28/22 - 12:17:45 10/28/22,12:17:45,  Deputies conducted a stop for Uninspected MV.,N VAN DORN RD & MECKLENBURG RD; T ENFIELD ITHACA NY 14850
235,Parking Problem,12:06:29 10/28/22 - 12:09:06 10/28/22,12:05:40,  Parking Problem.,FREEVILLE RD # HS; DRYDEN HIGH SCHOOL; T DRYDEN DRYDEN NY 13053
236,Assist,11:43:13 10/28/22 - 11:44:10 10/28/22,11:43:13,  Assist,DAVIS RD; T LANSING LANSING NY 14882
237,Animal Problem,11:31:54 10/28/22 - 11:34:41 10/28/22,11:31:54,  Animal Problem.,SLATERVILLE RD; T ITHACA ITHACA NY 14850
238,Traffic Offense,11:10:36 10/28/22 - 11:10:36 10/28/22,11:10:36,  Traffic Offense.,BUFFALO RD; T CAROLINE BROOKTONDALE NY 14817
239,Special Detail,10:47:19 10/28/22 - 10:47:19 10/28/22,10:47:19, ,MAIN ST; NEWFIELD SCHOOL DISTRICT; T NEWFIELD NEWFIELD NY 14867
240,Traffic Offense,10:27:43 10/28/22 - 10:27:43 10/28/22,10:27:43, ,ELMIRA RD & TEST RD; T NEWFIELD NEWFIELD NY 14867
241,Special Detail,08:35:03 10/28/22 - 08:35:03 10/28/22,08:35:03,  Traffic Watch,WARREN RD BUILDING E; BOCES SMITH BLDG; T ITHACA ITHACA NY 14850
242,Cardiac Arrest,05:35:27 10/28/22 - 05:42:24 10/28/22,05:35:27,  Death investigation,WINTHROP DR UNIT 5; T ITHACA ITHACA NY 14850
243,Traffic Offense,05:03:09 10/28/22 - 05:03:09 10/28/22,05:03:09,  Traffic Offense.,TRUMANSBURG RD & VAN DORN CORNERS RD; T ULYSSES ITHACA NY 14850
244,Property Check,04:14:47 10/28/22 - 04:14:47 10/28/22,04:14:47,  Property check,GRAHAM RD; MEADOWS TOWN HOME APTS; V LANSING ITHACA NY 14850
245,Suspicious,03:57:50 10/28/22 - 04:01:00 10/28/22,03:57:50,  Suspicious Person.,W STATE ST; CHUCKS GAS MART INC; C ITHACA ITHACA NY 14850
246,Property Check,03:57:21 10/28/22 - 03:57:21 10/28/22,03:57:21,  Property check,WOODSEDGE DR; IMR TEST LABS; T LANSING LANSING NY 14882
247,Traffic Offense,03:37:10 10/28/22 - 03:37:10 10/28/22,03:37:10,  Traffic Offense,ELMIRA RD & MILLARD HILL RD; T NEWFIELD NEWFIELD NY 14867
248,Property Check,02:58:03 10/28/22 - 02:58:03 10/28/22,02:58:03,  Property Check.,BENJAMIN HILL RD; T NEWFIELD NEWFIELD NY 14867
249,Traffic Offense,02:22:36 10/28/22 - 02:22:36 10/28/22,02:22:36,  Traffic Stop,CORTLAND RD & SIMMS HILL RD; T DRYDEN DRYDEN NY 13053
250,Alarm Police,02:21:52 10/28/22 - 02:23:18 10/28/22,02:21:52,  Alarm Police.,ELMIRA RD; HOME DEPOT; C ITHACA ITHACA NY 14850
251,Burglary,01:33:43 10/28/22 - 01:45:27 10/28/22,01:33:43,  Trespass,DRYDEN RD UNIT 1; C ITHACA ITHACA NY 14850
252,Burglary,01:33:43 10/28/22 - 01:45:27 10/28/22,01:33:43,  Trespass,DRYDEN RD UNIT 1; C ITHACA ITHACA NY 14850
253,Stabbing,01:15:09 10/28/22 - 01:17:25 10/28/22,01:15:09,  Assist IPD with homicide investigation.,E GREEN ST # 310; CAYUGA PLACE APTS; C ITHACA ITHACA NY 14850
254,Property Check,00:57:55 10/28/22 - 00:57:55 10/28/22,00:57:55,  Property check,WOODSEDGE DR; IMR TEST LABS; T LANSING LANSING NY 14882
255,Traffic Offense,23:54:41 10/27/22 - 23:54:41 10/27/22,23:54:41,  Traffic Stop,CORTLAND RD & SIMMS HILL RD; T DRYDEN DRYDEN NY 13053
256,Traffic Offense,23:46:11 10/27/22 - 23:46:11 10/27/22,23:46:11,  Traffic Stop,NORTH ST; SPEEDWAY; V DRYDEN DRYDEN NY 13053
257,Assist,23:19:36 10/27/22 - 23:22:52 10/27/22,23:19:36,  Assist,EAST SHORE DR & STATE ROUTE 13 S; T ITHACA ITHACA NY 14850
258,Traffic Offense,22:21:15 10/27/22 - 22:21:15 10/27/22,22:21:15,  Traffic Stop.,STATE ROUTE 13 S & WARREN RD; V LANSING ITHACA NY 14850
259,Pd Accident,22:20:09 10/27/22 - 22:22:22 10/27/22,22:20:09,  Property Damage Accident.,DRYDEN RD & MAIN ST; T DRYDEN FREEVILLE NY 13068
260,Traffic Offense,22:04:51 10/27/22 - 22:04:51 10/27/22,22:04:51,  Traffic Offense.,PINCKNEY RD & DRYDEN RD; T DRYDEN ITHACA NY 14850
261,Civil Cmplnt,21:12:32 10/27/22 - 21:12:32 10/27/22,21:12:36,  Civil Complaint.,BONE PLAIN RD LOT 6; T DRYDEN FREEVILLE NY 13068
262,Traffic Offense,20:46:40 10/27/22 - 20:46:40 10/27/22,20:46:40,  Deputies conducted a traffic stop for Inoperable Plate Lamp.,ELMIRA RD & SEVEN MILE DR; T ITHACA ITHACA NY 14850
263,Welfare Check,20:37:56 10/27/22 - 20:40:36 10/27/22,20:37:56,  Assist Other Agency.,BONE PLAIN RD; T DRYDEN FREEVILLE NY 13068
264,Welfare Check,20:37:56 10/27/22 - 20:40:36 10/27/22,20:37:56,  Assist Other Agency.,BONE PLAIN RD; T DRYDEN FREEVILLE NY 13068
265,Traffic Offense,20:36:24 10/27/22 - 20:36:24 10/27/22,20:36:24,  Traffic Offense.,DRYDEN RD & TURKEY HILL RD; T DRYDEN ITHACA NY 14850
266,Traffic Offense,20:24:29 10/27/22 - 20:24:29 10/27/22,20:24:29,  Deputy assisted NYSP with a traffic stop.,ELMIRA RD & FIVE MILE DR; T ITHACA ITHACA NY 14850
267,Traffic Offense,19:47:32 10/27/22 - 19:47:32 10/27/22,19:47:32,  Traffic Offense.,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850
268,Theft,19:27:41 10/27/22 - 19:30:35 10/27/22,19:26:49,  Property complaint.,ELMIRA RD; SMILEYS CITGO; T NEWFIELD NEWFIELD NY 14867
269,Traffic Cmplnt,19:19:36 10/27/22 - 19:22:32 10/27/22,19:19:36,  Traffic Complaint.,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850
270,Alarm Police,19:10:07 10/27/22 - 19:11:14 10/27/22,19:10:07,  Police Alarm.,DRYDEN RD; AUTOWORKS; T DRYDEN ITHACA NY 14850
271,Alarm Police,19:10:07 10/27/22 - 19:11:14 10/27/22,19:10:07,  Police Alarm.,DRYDEN RD; AUTOWORKS; T DRYDEN ITHACA NY 14850
272,Traffic Offense,18:55:16 10/27/22 - 18:55:16 10/27/22,18:55:16,  Traffic Stop.,N TRIPHAMMER RD & HICKORY HOLLOW LN; V LANSING ITHACA NY 14850
273,Traffic Offense,18:55:16 10/27/22 - 18:55:16 10/27/22,18:55:16,  Traffic Stop.,N TRIPHAMMER RD & HICKORY HOLLOW LN; V LANSING ITHACA NY 14850
274,Assist,17:42:15 10/27/22 - 17:44:22 10/27/22,17:42:15,  Assist.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
275,Pd Accident,17:26:39 10/27/22 - 17:30:05 10/27/22,17:26:39,  Property damage accident.,ELMIRA RD & BURDGE HILL RD; T NEWFIELD NEWFIELD NY 14867
276,Pi Accident,17:02:57 10/27/22 - 17:05:53 10/27/22,17:02:57,  Personal Injury Accident.,STATE ROUTE 13 & HANSHAW RD; T DRYDEN ITHACA NY 14850
277,Assist,16:12:47 10/27/22 - 16:14:34 10/27/22,16:12:47,  Deputies responded to a complaint.,CODDINGTON RD; T ITHACA ITHACA NY 14850
278,Fraud,15:45:51 10/27/22 - 15:46:44 10/27/22,15:45:51,  Fraud,SALMON CREEK RD; T LANSING LANSING NY 14882
279,Information,15:43:11 10/27/22 - 15:43:11 10/27/22,15:43:11,  conducted a background check-no records found,WARREN RD # OFFICES; TCSO CIVIL OFFICE; V LANSING ITHACA NY 14850
280,Assist,15:22:12 10/27/22 - 15:23:54 10/27/22,15:22:12,  Assist.,WARREN RD; TOMPKINS COUNTY SHERIFF; V LANSING ITHACA NY 14850
281,Pd Accident,14:58:31 10/27/22 - 15:00:12 10/27/22,14:58:31, ,FAIRGROUNDS MEMORIAL PKWY; WALMART; C ITHACA ITHACA NY 14850
282,Pd Accident,14:58:15 10/27/22 - 15:00:00 10/27/22,14:58:15,  Property Damage Accident.,N TRIPHAMMER RD; CAYUGA PET HOSPITAL; V LANSING ITHACA NY 14850
283,Psychiatric,14:55:52 10/27/22 - 14:58:05 10/27/22,14:55:52, ,HANSHAW RD; GUTHRIE MEDICAL GROUP PC; T DRYDEN ITHACA NY 14850
284,Transport,14:51:56 10/27/22 - 14:52:15 10/27/22,14:51:34,  Deputy transported a remanded inmate for county court.,N TIOGA ST; TOMPKINS COUNTY COURTHOUSE; C ITHACA ITHACA NY 14850
285,Trespassing,14:40:05 10/27/22 - 14:43:01 10/27/22,14:39:55, ,N TRIPHAMMER RD; THE BARN; T LANSING LANSING NY 14882
286,Pd Accident,14:24:07 10/27/22 - 14:32:09 10/27/22,14:24:07, ,N TRIPHAMMER RD # TOPS; TOPS FRIENDLY MARKETS; V LANSIN ITHACA NY 14850
287,Traffic Cmplnt,14:01:19 10/27/22 - 14:02:49 10/27/22,14:01:19, ,BLOCK MCLEAN CORTLAND RD; T GROTON CORTLAND NY 13045
288,Harassment,13:35:27 10/27/22 - 15:21:10 10/27/22,13:35:27,  Harassment.,WARREN RD; NORTH WOOD APTS; V LANSING ITHACA NY 14850
289,Pd Accident,13:24:40 10/27/22 - 13:24:40 10/27/22,13:24:42,  Property Damage Accident.,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850
290,Pd Accident,13:24:40 10/27/22 - 13:24:40 10/27/22,13:24:42,  Property Damage Accident.,STATE ROUTE 13 N & WARREN RD; V LANSING ITHACA NY 14850
291,Property Check,13:23:21 10/27/22 - 13:23:21 10/27/22,13:23:21,  Deputies conducted a school check.,MAIN ST; FREEVILLE ELEMENTARY SCHOOL; V FREEVILLE FREEVILLE NY 13068
292,Traffic Offense,12:57:34 10/27/22 - 12:57:34 10/27/22,12:57:34,  Traffic stop.,ELMIRA RD & DECKER RD; T NEWFIELD NEWFIELD NY 14867
293,Traffic Cmplnt,12:11:11 10/27/22 - 12:22:44 10/27/22,12:10:49,  Traffic complaint.,LAKE ST EXT; TRUMANSBURG; T ULYSSES TRUMANSBURG NY 14886
294,Traffic Offense,11:43:09 10/27/22 - 11:43:09 10/27/22,11:43:09,  Traffic stop.,MECKLENBURG RD; T ITHACA ITHACA NY 14850
295,Traffic Cmplnt,11:39:54 10/27/22 - 11:42:11 10/27/22,11:39:53,  TCSO investigated a traffic complaint.,DRYDEN RD & GEORGE RD; T DRYDEN DRYDEN NY 13053
296,Special Detail,10:55:37 10/27/22 - 10:55:37 10/27/22,10:55:37,  Special detail.,NORTH ST; TC3 MAIN CAMPUS BLDG; T DRYDEN DRYDEN NY 13053
297,Traffic Offense,10:50:28 10/27/22 - 10:50:28 10/27/22,10:50:28,  Traffic Stop.,RIDGE RD & SPERRY LN; T LANSING LANSING NY 14882
298,Property Check,10:33:09 10/27/22 - 10:33:09 10/27/22,10:33:09,  TCSO conducted property check.,MAIN ST; FREEVILLE ELEMENTARY SCHOOL; V FREEVILLE FREEVILLE NY 13068
299,Special Detail,10:32:43 10/27/22 - 10:32:43 10/27/22,10:32:43,  Special Detail.,RIDGE RD; LANSING HIGH SCHOOL; T LANSING LANSING NY 14882
300,Disorderly Cond,09:47:14 10/27/22 - 09:50:18 10/27/22,09:47:14,  Disorderly Conduct.,WARREN RD; T ITHACA ITHACA NY 14850
301,Harassment,08:55:05 10/27/22 - 08:58:09 10/27/22,08:55:05,  TCSO investigated reported assault.,ELLIS HOLLOW RD; ELLIS HOLLOW RD APTS; T ITHACA ITHACA NY 14850
302,Property Check,08:32:06 10/27/22 - 08:32:06 10/27/22,08:32:06,  TCSO conducted property check.,WARREN RD; BOCES; T ITHACA ITHACA NY 14850
303,Pd Accident,08:30:02 10/27/22 - 08:32:27 10/27/22,08:30:02,  Property damage accident.,COLEGROVE RD; ULYSSES TOWN HIGHWAY BARN; T ULYSSES TRUMANSBURG NY 14886
304,Pd Accident,05:53:22 10/27/22 - 05:54:38 10/27/22,05:53:22,  PD Accident,SLATERVILLE RD; T DRYDEN ITHACA NY 14850
305,Traffic Offense,04:40:36 10/27/22 - 04:40:37 10/27/22,04:40:36,  Traffic Stop,PERUVILLE RD & SALT RD; T GROTON FREEVILLE NY 13068
306,Property Check,03:54:52 10/27/22 - 03:54:52 10/27/22,03:54:52,  Property check,WOODSEDGE DR; IMR TEST LABS; T LANSING LANSING NY 14882
307,Alarm Police,03:50:47 10/27/22 - 04:32:36 10/27/22,03:50:47,  Alarm Police.,DRYDEN RD; DOLLAR GENERAL; T DRYDEN FREEVILLE NY 13068
308,Property Check,03:25:04 10/27/22 - 03:25:04 10/27/22,03:25:04,  Property Check.,SHELDON RD; T DRYDEN FREEVILLE NY 13068
309,Property Check,03:17:05 10/27/22 - 03:17:05 10/27/22,03:17:05,  Property Check.,ETNA RD; T DRYDEN ITHACA NY 14850
310,Property Check,02:44:48 10/27/22 - 02:44:48 10/27/22,02:44:48,  Property Check.,MECKLENBURG RD; T ENFIELD TRUMANSBURG NY 14886
311,Alarm Police,02:26:50 10/27/22 - 02:30:12 10/27/22,02:26:50,  Alarm Police.,DRYDEN RD; DOLLAR GENERAL; T DRYDEN FREEVILLE NY 13068
312,Property Check,02:15:01 10/27/22 - 02:15:01 10/27/22,02:15:01,  Property Check.,BLOCK DEER RUN RD; T NEWFIELD NEWFIELD NY 14867
313,Property Check,02:02:46 10/27/22 - 02:02:46 10/27/22,02:02:46,  Property Check.,ELMIRA RD; CHARLIES TOWING AND REPAIRING; T NEWFIELD NEWFIELD NY 14867
314,Suspicious,01:24:20 10/27/22 - 01:27:48 10/27/22,01:24:20,  Suspicious,RIDGE RD; T LANSING LANSING NY 14882
315,Alarm Police,00:58:42 10/27/22 - 01:06:22 10/27/22,00:58:42,  Burglary Alarm,DRYDEN RD; DOLLAR GENERAL; T DRYDEN FREEVILLE NY 13068
316,Property Check,00:54:15 10/27/22 - 00:54:15 10/27/22,00:54:15,  Property check,GRAHAM RD; MEADOWS TOWN HOME APTS; V LANSING ITHACA NY 14850
317,Suspicious,00:15:23 10/27/22 - 00:16:49 10/27/22,00:15:23,  Suspicious person,N TRIPHAMMER RD SUITE 02; ALDI; V LANSING ITHACA NY 14850
318,Noise Cmplnt,23:55:41 10/26/22 - 00:10:41 10/27/22,23:55:41,  Noise Complaint,ELLIS HOLLOW RD UNIT 230; ELLIS HOLLOW RD APTS; T ITHAC ITHACA NY 14850
